État civil,Mode d'application,Ordre d'application,Cours,Présence jour/soir,Qualification antérieure,Nationalité,Qualification mère,Qualification père,Occupation mère,Occupation père,Déplacé,Besoins éducatifs spéciaux,Dettes,Frais de scolarité à jour,Sexe,Bourse,Âge à l'inscription,International,Unités curriculaires 1er semestre (créditées),Unités curriculaires 1er semestre (inscrits),Unités curriculaires 1er semestre (évaluations),Unités curriculaires 1er semestre (approuvées),Unités curriculaires 1er semestre (note),Unités curriculaires 1er semestre (sans évaluations),Unités curriculaires 2e semestre (créditées),Unités curriculaires 2e semestre (inscrits),Unités curriculaires 2e semestre (évaluations),Unités curriculaires 2e semestre (approuvées),Unités curriculaires 2e semestre (note),Unités curriculaires 2e semestre (sans évaluations),Taux de chômage,Taux d'inflation,PIB,Cible
Célibataire,1ère phase – contingent général,1,Éducation de base,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,11,3,11.666666666666666,0,0,6,11,3,10.666666666666666,0,9.4,-0.8,-3.12,0
Célibataire,1ère phase – contingent général,5,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Spécialistes en activités intellectuelles et scientifiques,Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,12,5,15.0,0,0,6,9,6,13.428571428571429,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,5,Équiniculture,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude secondaire – 12e année de scolarité ou équivalent,Spécialistes en activités intellectuelles et scientifiques,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,19,Non,0,5,13,1,13.0,0,0,5,7,2,12.5,0,12.7,3.7,-1.7,0
Célibataire,1ère phase – contingent général,2,Soins infirmier,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude de base de 1er cycle (4e/5e année) ou équivalent,Personnel administratif,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,19,Non,0,7,8,6,13.075,0,0,8,10,7,12.05,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Oui,18,Non,0,6,6,6,13.5,0,0,6,9,6,13.666666666666666,0,10.8,1.4,1.74,1
Célibataire,Titulaires d'un diplôme de spécialisation technologique,1,Gestion (présence en soirée),Soir,Cours de spécialisation technologique,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,23,Non,2,6,8,5,11.8,0,2,6,8,6,12.333333333333334,0,9.4,-0.8,-3.12,1
Divorcé(e),Changement de cours,1,Éducation de base,Jour,Étude secondaire,Moldavie (République de),Cours de commerce général,Cours technico-professionnel,Autre situation,Autre situation,Non,Non,Non,Oui,Femme,Non,33,Oui,0,6,6,6,12.166666666666666,0,0,6,9,3,11.0,0,7.6,2.6,0.32,0
Célibataire,2e phase – contingent général,2,Service social,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,9,6,12.166666666666666,0,0,6,9,6,11.0,0,8.9,1.4,3.51,1
Célibataire,Changement de cours,3,Conception d'animation et multimédia,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,21,Non,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0
Célibataire,1ère phase – contingent général,6,Soins infirmier,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Non,18,Non,0,7,7,7,13.557142857142855,0,0,8,9,8,13.2,0,12.4,0.5,1.79,1
Célibataire,2e phase – contingent général,2,Conception de communications,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Personnel administratif,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,6,6,14.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,1
Célibataire,1ère phase – contingent général,2,Journalisme et communication,Jour,Étude secondaire,Portugais,2ème cycle du cursus général du lycée,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Étudiant,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,20,Non,0,6,10,4,10.5,0,0,6,8,4,11.75,0,7.6,2.6,0.32,1
Célibataire,1ère phase – contingent général,1,Journalisme et communication,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Étudiant,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,20,Non,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,0
Célibataire,1ère phase – contingent général,2,Soins infirmier,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,20,Non,0,7,9,7,14.093333333333332,0,0,8,8,8,15.0,0,11.1,0.6,2.02,1
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts",Non,Non,Non,Oui,Femme,Oui,21,Non,0,6,6,6,13.333333333333334,0,0,6,8,6,13.166666666666666,0,9.4,-0.8,-3.12,1
Célibataire,Changement de cours,1,Soins infirmier,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,19,Non,0,8,12,7,12.071428571428571,0,0,8,12,7,12.071428571428571,0,12.7,3.7,-1.7,1
Célibataire,1ère phase – contingent général,3,Tourisme,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude secondaire – 12e année de scolarité ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Oui,18,Non,0,6,6,6,12.666666666666666,0,0,6,6,6,12.5,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,2,Soins infirmier,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Oui,21,Non,0,7,9,7,13.2,0,0,8,9,7,13.2575,0,15.5,2.8,-4.06,1
Célibataire,2e phase – contingent général,4,Soins infirmier,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,18,Non,0,7,8,7,14.15,0,0,8,8,8,14.51125,0,15.5,2.8,-4.06,1
Célibataire,Changement de cours,1,Éducation de base,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Oui,Non,Femme,Non,28,Non,0,6,0,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,0
Célibataire,Plus de 23 ans,1,Hygiène buccale (Dentiste ou Hygiéniste dentaire),Jour,Étude secondaire,Portugais,Cours de spécialisation technologique,Étude supérieure – diplôme (1er cycle),Spécialistes en activités intellectuelles et scientifiques,Spécialistes en activités intellectuelles et scientifiques,Non,Non,Non,Oui,Femme,Non,36,Non,0,7,13,5,12.2,0,0,7,14,3,11.4,0,11.1,0.6,2.02,0
Célibataire,1ère phase – contingent général,1,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Métiers des Forces armées,Oui,Non,Non,Oui,Femme,Non,20,Non,0,5,6,5,14.8,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,1
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Étudiant,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,8,5,11.0,0,0,6,13,5,11.4,0,7.6,2.6,0.32,1
Marié(e),Plus de 23 ans,1,Service Social (présence en soirée),Soir,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Techniciens et professions de niveau intermédiaire,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Non,Non,Non,Oui,Femme,Non,28,Non,0,6,8,5,11.833333333333334,0,0,6,6,6,13.0,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude secondaire – 12e année de scolarité ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Étudiant,Non,Non,Non,Oui,Femme,Non,20,Non,0,5,7,4,11.75,0,0,5,7,5,11.8,1,7.6,2.6,0.32,1
Célibataire,Transfert,1,Tourisme,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs","Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs",Oui,Non,Non,Oui,Femme,Non,28,Non,8,14,22,12,12.333333333333334,0,3,12,20,8,12.0,0,9.4,-0.8,-3.12,1
Célibataire,Changement de cours,1,Gestion (présence en soirée),Soir,Cours de spécialisation technologique,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Non,24,Non,3,10,16,3,11.666666666666666,0,3,10,24,6,11.833333333333334,0,9.4,-0.8,-3.12,0
Célibataire,2e phase – contingent général,2,Tourisme,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude supérieure – maîtrise,Personnel administratif,Personnel administratif,Non,Non,Non,Oui,Femme,Oui,18,Non,0,6,7,6,11.285714285714286,0,0,6,9,4,13.5,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,5,Gestion,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Oui,Non,Femme,Non,22,Non,0,5,12,2,11.5,0,0,5,12,0,0.0,0,12.7,3.7,-1.7,0
Célibataire,1ère phase – contingent général,5,Tourisme,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,18,Non,0,6,10,6,11.666666666666666,0,0,6,10,4,12.25,0,9.4,-0.8,-3.12,1
Célibataire,1ère phase – contingent général,1,Soins infirmier,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Non,Non,Non,Oui,Femme,Oui,21,Non,0,8,8,7,13.514285714285714,0,0,8,8,7,13.514285714285714,0,12.7,3.7,-1.7,1
Célibataire,2e phase – contingent général,6,Journalisme et communication,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,Spécialistes en activités intellectuelles et scientifiques,Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,7,6,13.0,0,0,6,9,6,13.714285714285714,0,7.6,2.6,0.32,1
Célibataire,1ère phase – contingent général,1,Soins infirmier,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Oui,20,Non,0,8,8,7,12.744285714285716,0,0,8,8,7,12.744285714285716,0,10.8,1.4,1.74,1
Célibataire,1ère phase – contingent général,1,Gestion,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Autre personnel de soutien administratif,Personnel des services de protection et de sécurité,Non,Non,Non,Oui,Femme,Non,20,Non,0,5,10,4,11.75,0,0,5,8,5,11.8,0,11.1,0.6,2.02,1
Célibataire,2e phase – contingent général,1,Service Social (présence en soirée),Soir,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts",Oui,Non,Oui,Oui,Femme,Non,19,Non,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0,10.8,1.4,1.74,1
Célibataire,1ère phase – contingent général,2,Conception de communications,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Oui,20,Non,1,6,9,5,13.4,1,0,6,9,6,12.375,0,13.9,-0.3,0.79,1
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,2ème cycle du cursus général du lycée,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Étudiant,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,20,Non,0,6,9,5,11.8,0,0,6,10,4,11.5,0,7.6,2.6,0.32,0
Célibataire,1ère phase – contingent général,3,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 1er cycle (4e/5e année) ou équivalent,Personnel administratif,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,19,Non,0,7,7,6,13.533333333333331,0,0,7,7,6,13.533333333333331,0,7.6,2.6,0.32,1
Célibataire,1ère phase – contingent général,1,Tourisme,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Oui,18,Non,0,6,7,6,14.166666666666666,0,0,6,10,4,14.0,0,15.5,2.8,-4.06,1
Célibataire,1ère phase – contingent général,1,Soins infirmier,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans","Opérateurs d'installations, de machines et ouvriers d'assemblage",Non,Non,Non,Oui,Femme,Oui,18,Non,0,7,7,7,14.652857142857142,0,0,8,9,8,14.755555555555556,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,1,Conception d'animation et multimédia,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Personnel administratif,Travailleurs sans compétences,Oui,Non,Non,Non,Femme,Non,19,Non,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0
Célibataire,1ère phase – contingent général,1,Gestion,Jour,Étude secondaire,Ukrainien,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Homme,Non,20,Oui,0,5,5,5,13.6,0,0,5,7,5,13.0,0,9.4,-0.8,-3.12,1
Célibataire,1ère phase – contingent général,1,Tourisme,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude secondaire – 12e année de scolarité ou équivalent,Techniciens et professions de niveau intermédiaire,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Non,Non,Non,Oui,Femme,Oui,22,Non,0,6,9,6,12.833333333333334,0,0,6,6,4,13.25,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Personnel administratif,Oui,Non,Non,Oui,Femme,Oui,18,Non,0,6,6,6,14.666666666666666,0,0,6,6,6,15.166666666666666,0,9.4,-0.8,-3.12,1
Célibataire,2e phase – contingent général,2,Journalisme et communication,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,6,6,13.333333333333334,0,0,6,6,6,14.666666666666666,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Non,Femme,Oui,20,Non,0,6,10,5,13.4,0,0,6,9,5,11.4,0,10.8,1.4,1.74,1
Célibataire,1ère phase – contingent général,2,Soins infirmier,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts",Oui,Non,Non,Oui,Femme,Oui,19,Non,0,7,9,7,13.3125,0,0,8,8,8,15.6375,0,13.9,-0.3,0.79,1
Célibataire,1ère phase – contingent général,1,Conception d'animation et multimédia,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts",Oui,Non,Oui,Non,Femme,Non,18,Non,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.9,1.4,3.51,0
Célibataire,1ère phase – contingent général,6,Journalisme et communication,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 1er cycle (4e/5e année) ou équivalent,Techniciens et professions de niveau intermédiaire,Techniciens et professions de niveau intermédiaire,Oui,Non,Oui,Non,Femme,Non,20,Non,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,0
Célibataire,1ère phase – contingent général,2,Journalisme et communication,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude supérieure – baccalauréat,Travailleurs sans compétences,Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Oui,19,Non,0,6,7,6,12.333333333333334,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,1
Célibataire,1ère phase – contingent spécial (île de Madère),4,Service social,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,8,5,13.0,0,0,6,7,6,11.833333333333334,0,10.8,1.4,1.74,1
Célibataire,1ère phase – contingent général,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,2ème cycle du cursus général du lycée,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Étudiant,Personnel administratif,Non,Non,Non,Oui,Femme,Non,22,Non,0,5,6,2,12.5,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Non,18,Non,0,6,10,6,17.0,0,0,6,11,6,16.0,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,20,Non,0,6,7,6,13.5,0,0,6,6,6,13.0,0,10.8,1.4,1.74,1
Célibataire,2e phase – contingent général,2,Tourisme,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,19,Non,0,6,7,6,12.714285714285714,0,0,6,6,6,11.833333333333334,0,8.9,1.4,3.51,1
Célibataire,Changement de cours,1,Soins infirmier,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Opérateurs d'installations, de machines et ouvriers d'assemblage",Non,Non,Non,Oui,Femme,Oui,19,Non,0,7,9,6,13.0,0,0,8,11,8,13.927272727272726,0,16.2,0.3,-0.92,1
Célibataire,Titulaires d'un diplôme de spécialisation technologique,1,Service social,Jour,Cours de spécialisation technologique,Portugais,Comptabilité et administration supplémentaires,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Étudiant,Non,Non,Non,Oui,Femme,Non,21,Non,3,6,7,6,12.571428571428571,0,2,6,6,6,13.5,0,12.4,0.5,1.79,1
Célibataire,2e phase – contingent général,2,Service Social (présence en soirée),Soir,Étude secondaire,Portugais,Cours de commerce général,Étude secondaire – 12e année de scolarité ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Oui,19,Non,0,6,10,4,11.5,0,0,6,11,6,11.5,0,9.4,-0.8,-3.12,0
Célibataire,1ère phase – contingent général,6,Service social,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude secondaire – 12e année de scolarité ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Personnel administratif,Oui,Non,Non,Oui,Femme,Oui,19,Non,0,6,6,6,13.5,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,1
Marié(e),Plus de 23 ans,1,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,8ème année de scolarité,Savoir lire sans avoir une 4ème année de scolarité,(vide),"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Non,Non,Non,Non,Femme,Oui,28,Non,0,5,14,1,12.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,0
Marié(e),Changement de cours,1,Soins infirmier,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude supérieure – diplôme,Spécialistes en activités intellectuelles et scientifiques,Spécialistes en activités intellectuelles et scientifiques,Non,Non,Non,Oui,Femme,Non,28,Non,0,7,8,7,14.95,0,0,8,8,8,14.7375,0,13.9,-0.3,0.79,1
Célibataire,Changement de cours,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Personnel administratif,Personnel administratif,Non,Non,Oui,Non,Femme,Non,19,Non,0,6,13,3,10.666666666666666,0,0,6,6,4,12.25,0,15.5,2.8,-4.06,0
Célibataire,1ère phase – contingent général,5,Soins infirmier,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Non,19,Non,0,8,8,7,14.992857142857142,0,0,8,8,7,14.992857142857142,0,10.8,1.4,1.74,1
Célibataire,Changement de cours,1,Journalisme et communication,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Homme,Oui,20,Non,0,6,6,6,12.333333333333334,0,0,6,7,6,14.0,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,1,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,Autre situation,Non,Non,Oui,Non,Homme,Non,20,Non,0,5,7,3,11.333333333333334,0,0,5,8,2,11.5,0,7.6,2.6,0.32,0
Célibataire,Plus de 23 ans,1,Soins infirmiers vétérinaires,Jour,Étude supérieure – diplôme (1er cycle),Portugais,Étude supérieure – diplôme,Étude supérieure – baccalauréat,Techniciens et professions de niveau intermédiaire,Spécialistes en activités intellectuelles et scientifiques,Oui,Non,Non,Oui,Femme,Non,27,Non,0,6,7,6,16.142857142857142,0,0,6,7,6,14.666666666666666,0,13.9,-0.3,0.79,1
Célibataire,Changement d'établissement/de cours,1,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Personnel administratif,Non,Non,Non,Oui,Femme,Non,22,Non,0,6,8,6,14.833333333333334,0,0,6,10,5,13.833333333333334,0,11.1,0.6,2.02,1
Célibataire,1ère phase – contingent général,3,Soins infirmier,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Oui,Non,Femme,Non,19,Non,0,8,8,7,13.327142857142857,0,0,8,8,7,13.327142857142857,0,10.8,1.4,1.74,0
